CUI|Concept|CCS|Phecode|CTD|HPO|HDO
C0005779|'Blood clotting disorder::bleeding disorders::bleeding Disease::coagulation Disease::bleeding tendency::bleeding disorder::Clotting disorder::bleeding diathesis::COAGULOPATHY::Clotting Disease'|[62]|['Blood']|['Blood disease']|['HP:0001871 ! Abnormality of blood and blood-forming tissues']|['DOID:7 ! disease of anatomical entity']
C0005818|'Disease platelets::Platelet Disease'|[62, 64]|['Blood']|['Blood disease']|['HP:0001871 ! Abnormality of blood and blood-forming tissues']|['DOID:7 ! disease of anatomical entity']
C0005874|'Blush'|[259]|['Derm']|['Signs and symptoms']|['HP:0001626 ! Abnormality of the cardiovascular system']|['DOID:7 ! disease of anatomical entity']
C0005940|'Bone condition::Bone disease::Disease of bone'|[212]|['Musc/Skel']|['Musculoskeletal disease']|['HP:0000818 ! Abnormality of the endocrine system']|['DOID:7 ! disease of anatomical entity']
C0005944|'Metabolic Bone Disease'|[212]|['Musc/Skel']|['Metabolic disease', 'Musculoskeletal disease']|['HP:0033127 ! Abnormality of the musculoskeletal system']|['DOID:7 ! disease of anatomical entity']
C0005956|'Bone Marrow Disorder'|[64]|['Blood']|['Blood disease']|['HP:0001871 ! Abnormality of blood and blood-forming tissues']|['DOID:7 ! disease of anatomical entity']
C0006009|'Borderline mental retardation'|[255, 654]|['Neuro']|['Mental disorder']|['HP:0000707 ! Abnormality of the nervous system']|['DOID:150 ! disease of mental health']
C0006012|'BORDERLINE PERSONALITY::Borderline Personality Disorder'|[658]|['Mental']|['Mental disorder']|['HP:0000707 ! Abnormality of the nervous system']|['DOID:150 ! disease of mental health']
C0006105|'cerebral abscess::Abscess, Brain::Abscess of brain'|[95]|['Neuro']|['Nervous system disease']|['HP:0000707 ! Abnormality of the nervous system', 'HP:0002715 ! Abnormality of the immune system']|['DOID:7 ! disease of anatomical entity']
C0006111|'Brain Disease::Brain Diseases::Disease of brain'|[95]|['Neuro']|['Nervous system disease']|['HP:0000707 ! Abnormality of the nervous system']|['DOID:7 ! disease of anatomical entity']
C0006118|'Brain Tumors::Tumour of brain::brain cancer::BRAIN NEOPLASM::Brain tumour::Tumor of Brain::Tumour of the Brain'|[44]|['Neoplasms']|['Cancer', 'Nervous system disease']|['HP:0000707 ! Abnormality of the nervous system']|['DOID:14566 ! disease of cellular proliferation']
C0006142|'Cancers breast::breast malignancies::breast Malignancy::Cancer of the Breast::Cancer of Breast::Cancer breast::BREAST CANCER::Malignancy breast::breast cancers'|[24]|['Neoplasms']|['Cancer', 'Skin disease']|['HP:0000769 ! Abnormality of the breast', 'HP:0002664 ! Neoplasm']|['DOID:14566 ! disease of cellular proliferation']
C0006144|'Cyst of Breast::BREAST CYST::Cyst of the Breast::Cysts, Breast'|[167]|['Genitourinary']|['Cancer', 'Skin disease']|['HP:0000119 ! Abnormality of the genitourinary system', 'HP:0001574 ! Abnormality of the integument', 'HP:0002664 ! Neoplasm']|['DOID:14566 ! disease of cellular proliferation']
C0006145|'Disease of breast::BREAST DISORDER::Breast Disease'|[167]|['Genitourinary']|['Skin disease']|['HP:0001574 ! Abnormality of the integument']|['DOID:7 ! disease of anatomical entity']
C0006266|'BRONCHOSPASM::Bronchospasms'|[133, 134]|['Resp']|['Respiratory tract disease']|['HP:0002086 ! Abnormality of the respiratory system']|['DOID:7 ! disease of anatomical entity']
C0006267|'BRONCHIECTASIS'|[127]|['Resp']|['Respiratory tract disease']|['HP:0002086 ! Abnormality of the respiratory system']|['DOID:7 ! disease of anatomical entity']
C0006271|'BRONCHIOLITIS'|[125, 127]|['Resp']|['Respiratory tract disease']|['HP:0002715 ! Abnormality of the immune system']|['DOID:7 ! disease of anatomical entity']
C0006272|'BRONCHIOLITIS OBLITERANS'|[127]|['Resp']|['Respiratory tract disease']|['HP:0002086 ! Abnormality of the respiratory system']|['DOID:7 ! disease of anatomical entity']
C0006277|'BRONCHITIS'|[127]|['Resp']|['Respiratory tract disease']|['HP:0002086 ! Abnormality of the respiratory system']|['DOID:7 ! disease of anatomical entity']
C0006309|'BRUCELLOSIS'|[3]|['ID']|['Bacterial infection or mycosis']|[]|['DOID:0050117 ! disease by infectious agent']
C0006325|'BRUXISM'|[670]|['Mental']|['Mouth disease']|['HP:0000707 ! Abnormality of the nervous system']|['DOID:150 ! disease of mental health']
C0006370|'BULIMIA'|[670]|['Mental']|['Signs and symptoms']|['HP:0000707 ! Abnormality of the nervous system']|['DOID:150 ! disease of mental health']
C0006384|'BUNDLE BRANCH BLOCK'|[105]|['Cardio']|['Cardiovascular disease', 'Pathology (process)']|['HP:0001626 ! Abnormality of the cardiovascular system']|['DOID:7 ! disease of anatomical entity']
C0006386|'Bunions::BUNION'|[208]|['Musc/Skel']|['Musculoskeletal disease']|['HP:0040064 ! Abnormality of limbs']|['DOID:7 ! disease of anatomical entity']
C0006413|'BURKITT LYMPHOMA'|[38]|['Neoplasms']|['Cancer', 'Immune system disease', 'Lymphatic disease', 'Viral disease']|['HP:0001871 ! Abnormality of blood and blood-forming tissues']|['DOID:14566 ! disease of cellular proliferation']
C0006434|'BURN::BURNS::Burned'|[240]|['Musc/Skel']|['Wounds and injuries']|['HP:0033127 ! Abnormality of the musculoskeletal system', 'HP:0040064 ! Abnormality of limbs']|['DOID:7 ! disease of anatomical entity']
C0006444|'BURSITIS'|[211]|['Musc/Skel']|['Musculoskeletal disease']|['HP:0033127 ! Abnormality of the musculoskeletal system']|['DOID:7 ! disease of anatomical entity']
C0006826|'Malignant tumour::malignant tumors::MALIGNANCIES::unspecified Cancer::unspecified Malignancy::MALIGNANCY::CANCER::Cancers'|[43]|['Neoplasms']|['Cancer']|['HP:0002664 ! Neoplasm']|['DOID:14566 ! disease of cellular proliferation']
C0006868|'Cannabis Abuse'|[661]|['Mental']|['Mental disorder', 'Substance-related disorder']|[]|['DOID:150 ! disease of mental health']
C0006870|'Marijuana Dependence::Cannabis Dependence::Marijuana Abuse DEPENDENCE'|[661]|['Mental']|['Mental disorder', 'Substance-related disorder']|['HP:0000707 ! Abnormality of the nervous system']|['DOID:150 ! disease of mental health']
C0007020|'CARBON MONOXIDE POISONING::CO poisoning'|[243]|[]|['Carbon Monoxide Poisonings', 'Gas Poisoning, Illuminating', 'Gas Poisonings, Illuminating', 'Illuminating Gas Poisoning', 'Illuminating Gas Poisonings', 'Monoxide Poisoning, Carbon', 'Monoxide Poisonings, Carbon', 'Poisoning, Carbon Monoxide', 'Poisoning, Illuminating Gas', 'Poisonings, Carbon Monoxide', 'Poisonings, Illuminating Gas']|[]|[]
C0007097|'CARCINOMA::Epithelioma::Epithelial Carcinoma::Carcinomas'|[43]|['Neoplasms']|['Cancer']|['HP:0002664 ! Neoplasm']|['DOID:14566 ! disease of cellular proliferation']
C0007099|'CARCINOMA IN SITU::in-situ carcinoma::Non-invasive Carcinoma'|[41]|['Neoplasms']|['Cancer']|['HP:0002664 ! Neoplasm']|['DOID:14566 ! disease of cellular proliferation']
C0007102|'Colon Cancers::colon ca::Cancer of Colon::Cancer of the Colon::CA - Cancer of colon::Colonic Cancer::COLON CANCER::Ca colon NOS::Colon Malignancy'|[14]|['Neoplasms']|['Cancer', 'Digestive system disease']|['HP:0025031 ! Abnormality of the digestive system']|['DOID:14566 ! disease of cellular proliferation']
C0007103|'Endometrial cancer::cancer of the endometrium::cancer of endometrium'|[25]|['Neoplasms']|['Cancer', 'Urogenital disease (female)']|['HP:0002664 ! Neoplasm']|['DOID:14566 ! disease of cellular proliferation']
C0007104|'Female Breast Cancer::Woman Breast Cancer'|[24]|['Neoplasms']|['Cancer', 'Skin disease']|['HP:0002664 ! Neoplasm']|['DOID:14566 ! disease of cellular proliferation']
C0007107|'Cancer of Larynx::Cancer, Larynx::Laryngeal Cancer::Cancer of the Larynx::Ca larynx - NOS'|[11]|['Neoplasms']|['Cancer', 'Ear-nose-throat disease', 'Respiratory tract disease']|['HP:0002086 ! Abnormality of the respiratory system']|['DOID:14566 ! disease of cellular proliferation']
C0007112|'Adenocarcinoma of the Prostate::Prostate Adenocarcinoma'|[29]|['Neoplasms']|['Cancer', 'Urogenital disease (male)']|['HP:0000119 ! Abnormality of the genitourinary system']|['DOID:14566 ! disease of cellular proliferation']
C0007113|'RECTAL CARCINOMA::CARCINOMA OF RECTUM::Cancer of Rectum::Rectal Cancer::Cancer of the Rectum'|[18]|['Neoplasms']|['Cancer', 'Digestive system disease']|['HP:0025031 ! Abnormality of the digestive system']|['DOID:14566 ! disease of cellular proliferation']
C0007114|'cancers skin::Skin Cancers::Cancer of the Skin::cancer skin::Skin malignancies::Cancer, Skin::Cancer of Skin::Skin Malignancy'|[23, 43]|['Neoplasms']|['Cancer', 'Skin disease']|['HP:0001574 ! Abnormality of the integument', 'HP:0002664 ! Neoplasm']|['DOID:14566 ! disease of cellular proliferation']
C0007115|'thyroid Malignancy::Cancer of thyroid::cancer of the thyroid::Cancer thyroid::Thyroid Ca::Thyroid cancer'|[36]|['Neoplasms']|['Endocrine system disease']|['HP:0000818 ! Abnormality of the endocrine system']|['DOID:14566 ! disease of cellular proliferation']
C0007117|'Carcinomas basal cell::BASAL CELL CARCINOMA'|[19, 35, 43]|['Neoplasms']|['Cancer']|['HP:0001574 ! Abnormality of the integument']|['DOID:14566 ! disease of cellular proliferation']
C0007120|'bronchoalveolar carcinoma'|[43]|['Neoplasms']|['Cancer']|['HP:0002086 ! Abnormality of the respiratory system']|['DOID:14566 ! disease of cellular proliferation']
C0007121|'Bronchogenic Carcinoma'|[133]|['Neoplasms']|['Cancer', 'Respiratory tract disease']|['HP:0002086 ! Abnormality of the respiratory system']|['DOID:14566 ! disease of cellular proliferation']
C0007124|'Ductal Carcinoma In Situ of the Breast::intraductal breast cancer::Ductal Carcinoma In Situ::DCIS::DCIS of the breast::Intraductal Breast Carcinoma::Intraductal Carcinoma of the Breast'|[24]|['Neoplasms']|['Cancer']|['HP:0002664 ! Neoplasm']|['DOID:14566 ! disease of cellular proliferation']
C0007129|'Merkel cell skin cancer::Merkel Cell Carcinoma::Merkel Cell Cancer'|[23]|['Neoplasms']|['Cancer', 'Viral disease']|['HP:0000818 ! Abnormality of the endocrine system', 'HP:0001574 ! Abnormality of the integument']|['DOID:14566 ! disease of cellular proliferation']
C0007130|'Mucinous Adenocarcinoma'|[43]|['Neoplasms']|['Cancer']|['HP:0002664 ! Neoplasm']|['DOID:14566 ! disease of cellular proliferation']
C0007131|'NONSMALL CELL LUNG CANCER::Non-Small Cell Cancer of Lung'|[19]|['Neoplasms']|['Cancer', 'Respiratory tract disease']|['HP:0002086 ! Abnormality of the respiratory system']|['DOID:14566 ! disease of cellular proliferation']
C0007133|'Carcinoma, Papillary'|[43]|['Neoplasms']|['Cancer']|['HP:0002664 ! Neoplasm']|['DOID:14566 ! disease of cellular proliferation']
C0007134|'RENAL CELL CARCINOMA::RENAL CARCINOMA::Renal Cell Cancer::Hypernephroma::carcinoma kidney'|[33]|['Neoplasms']|['Cancer', 'Urogenital disease (female)', 'Urogenital disease (male)']|['HP:0000119 ! Abnormality of the genitourinary system']|['DOID:14566 ! disease of cellular proliferation']
C0007137|'Squamous Cell Carcinomas::Squamous Cell Cancer::Squamous Cell Carcinoma'|[43]|['Neoplasms']|['Cancer']|['HP:0001574 ! Abnormality of the integument']|['DOID:14566 ! disease of cellular proliferation']
C0007138|'Carcinoma, Transitional Cell::Transitional Cell Carcinomas'|[43]|['Neoplasms']|['Cancer']|['HP:0002664 ! Neoplasm']|['DOID:14566 ! disease of cellular proliferation']
C0007192|'Alcoholic Cardiomyopathy'|[660]|['Cardio', 'Mental']|['Cardiovascular disease', 'Substance-related disorder']|['HP:0001626 ! Abnormality of the cardiovascular system']|['DOID:7 ! disease of anatomical entity']
C0007193|'Cardiomyopathy, congestive::Congestive dilated cardiomyopathy::Cardiomyopathy, Dilated'|[97]|['Cardio']|['Cardiovascular disease', 'Genetic disease (inborn)']|['HP:0001626 ! Abnormality of the cardiovascular system']|['DOID:7 ! disease of anatomical entity']
C0007194|'hocm::Cardiomyopathy, hypertrophic'|[97]|['Cardio']|['Cardiovascular disease']|['HP:0001626 ! Abnormality of the cardiovascular system']|['DOID:7 ! disease of anatomical entity']
C0007222|'Cardiovascular Disease::CV Disease::CVD, NOS'|[104]|['Cardio']|['Cardiovascular disease']|['HP:0001626 ! Abnormality of the cardiovascular system']|['DOID:7 ! disease of anatomical entity']
C0007273|'CAROTID ARTERY DISEASE'|[111]|['Cardio']|['Cardiovascular disease', 'Nervous system disease']|['HP:0000707 ! Abnormality of the nervous system', 'HP:0001626 ! Abnormality of the cardiovascular system', 'HP:0001871 ! Abnormality of blood and blood-forming tissues', 'HP:0002086 ! Abnormality of the respiratory system']|['DOID:7 ! disease of anatomical entity']
C0007282|'Carotid Artery Stenosis::CAROTID STENOSIS::arteries carotid stenosis::Narrowing of carotid artery'|[110]|['Cardio']|['Cardiovascular disease', 'Nervous system disease']|['HP:0001626 ! Abnormality of the cardiovascular system']|['DOID:7 ! disease of anatomical entity']
C0007286|'Carpal tunnel::CARPAL TUNNEL SYNDROME'|[95]|['Neuro']|['Nervous system disease', 'Wounds and injuries']|['HP:0000707 ! Abnormality of the nervous system']|['DOID:7 ! disease of anatomical entity']
C0007297|'Carsickness'|[244]|['Signs/Symptoms']|['Signs and symptoms']|['HP:0025031 ! Abnormality of the digestive system']|['DOID:7 ! disease of anatomical entity']
C0007302|'Cartilage Disease'|[212]|['Musc/Skel']|['Connective tissue disease', 'Musculoskeletal disease']|['HP:0033127 ! Abnormality of the musculoskeletal system', 'HP:0040064 ! Abnormality of limbs']|['DOID:7 ! disease of anatomical entity']
C0007398|'catatonic'|[670]|['Mental']|['Nervous system disease', 'Signs and symptoms']|['HP:0000707 ! Abnormality of the nervous system']|['DOID:150 ! disease of mental health']
C0007570|'Coeliac sprue::Sprue::Enteropathy, Gluten::Coeliac disease::Gluten-Sensitive Enteropathy'|[155]|['Blood', 'GI']|['Digestive system disease', 'Metabolic disease']|['HP:0001939 ! Abnormality of metabolism/homeostasis', 'HP:0002715 ! Abnormality of the immune system', 'HP:0025031 ! Abnormality of the digestive system']|['DOID:7 ! disease of anatomical entity']
C0007682|'CNS Diseases::Central Nervous System Disease::CNS Disease'|[95]|['Neuro']|['Nervous system disease']|['HP:0000707 ! Abnormality of the nervous system']|['DOID:150 ! disease of mental health', 'DOID:7 ! disease of anatomical entity']"
C0007758|'Ataxia'|[81, 95]|['Neuro']|['Nervous system disease', 'Signs and symptoms']|['HP:0000707 ! Abnormality of the nervous system']|['DOID:7 ! disease of anatomical entity']
C0007760|'Cerebellar disorder::Cerebellar disease'|[95]|['Neuro']|['Nervous system disease']|['HP:0000707 ! Abnormality of the nervous system']|['DOID:7 ! disease of anatomical entity']
C0007766|'INTRACRANIAL ANEURYSM'|[115]|['Cardio']|['Cardiovascular disease', 'Nervous system disease']|['HP:0001626 ! Abnormality of the cardiovascular system']|['DOID:7 ! disease of anatomical entity']
C0007775|'Cerebral Atherosclerosis'|[111]|['Cardio']|['Cardiovascular disease', 'Nervous system disease']|['HP:0001626 ! Abnormality of the cardiovascular system']|['DOID:7 ! disease of anatomical entity']
C0007780|'Emboli, Cerebral'|[109]|['Cardio']|['Cardiovascular disease', 'Nervous system disease']|['HP:0000707 ! Abnormality of the nervous system']|['DOID:7 ! disease of anatomical entity']
C0007785|'CEREBRAL INFARCTION::CEREBRAL INFARCT::Cerebral infarcts'|[109, 238]|['Cardio']|['Cardiovascular disease', 'Nervous system disease', 'Pathology (process)']|['HP:0000707 ! Abnormality of the nervous system']|['DOID:7 ! disease of anatomical entity']
C0007787|'Transient ischaemic attack::TIA, Brain::Mini stroke::TIA::Transient ischaemic attacks::tia brain'|[112]|['Cardio']|['Cardiovascular disease', 'Nervous system disease']|['HP:0001626 ! Abnormality of the cardiovascular system']|['DOID:7 ! disease of anatomical entity']
C0007789|'CEREBRAL PALSY'|[81, 82]|['Neuro']|['Nervous system disease']|['HP:0000707 ! Abnormality of the nervous system', 'HP:0033127 ! Abnormality of the musculoskeletal system']|['DOID:7 ! disease of anatomical entity']
C0007820|'Brain Vascular disease::cerebral vascular Disease::CEREBROVASCULAR DISEASE'|[111]|['Cardio']|['Cardiovascular disease', 'Nervous system disease']|['HP:0000707 ! Abnormality of the nervous system']|['DOID:7 ! disease of anatomical entity']
C0007847|'Cancer cervix::Cervical cancer'|[26]|['Neoplasms']|['Cancer', 'Urogenital disease (female)']|['HP:0000119 ! Abnormality of the genitourinary system']|['DOID:14566 ! disease of cellular proliferation']
C0007859|'NECK PAIN'|[205]|['Musc/Skel']|['Signs and symptoms']|['HP:0025142 ! Constitutional symptom']|['DOID:7 ! disease of anatomical entity']
C0007867|'cervical condition::cervical disease'|[175, 205]|['Genitourinary', 'Musc/Skel']|['Urogenital disease (female)']|['HP:0000119 ! Abnormality of the genitourinary system']|['DOID:7 ! disease of anatomical entity']
C0007868|'CERVICAL DYSPLASIA::cervical precancer'|[175]|['Genitourinary']|['Cancer', 'Urogenital disease (female)']|['HP:0000119 ! Abnormality of the genitourinary system']|['DOID:7 ! disease of anatomical entity']
C0007959|'Charcot Marie Tooth Disease::CHARCOT-MARIE-TOOTH::Charcot-Marie Disease'|[95]|['Neuro']|['Congenital abnormality', 'Genetic disease (inborn)', 'Nervous system disease']|['HP:0000707 ! Abnormality of the nervous system']|['DOID:7 ! disease of anatomical entity']
C0008031|'Pains, Chest::CHEST PAIN'|[102]|['Signs/Symptoms']|['Signs and symptoms']|['HP:0025142 ! Constitutional symptom']|['DOID:7 ! disease of anatomical entity']
C0008035|'CHEST WALL PAIN'|[102]|['Signs/Symptoms']|['Signs and symptoms']|['HP:0025142 ! Constitutional symptom']|['DOID:7 ! disease of anatomical entity']
C0008049|'CHICKENPOX'|[7]|['ID']|['Viral disease']|['HP:0001574 ! Abnormality of the integument', 'HP:0001626 ! Abnormality of the cardiovascular system']|['DOID:0050117 ! disease by infectious agent']
